id;isHead;sHeadDate;sGHeadDate;sTotal;sTarget;isTarget;isNotOnlyTarget;cDaysBetween;isSameDay;isLater;isEarlier;cBus;cEmpl;cCust;isSameOrNever;isLaterOrNever;sGS;sG;sT;sS;isRep;isBF;cSMen;cAMen;dFirstSale;cWorkMonth;cSaleMonth;isServer;isBUCorp;is50lic;isEGG;isBuh;isZUP;isKPR;isUT;isBS;isAnyBuh;isBTOR;isService;isLicense;isPOS
872112;1;30450;30450;47754;0;0;0;0;0;0;0;2;15;1;1;1;30450;30450;0;0;0;0;1;3;42415;8;8;0;1;0;0;1;0;0;0;0;1;0;0;0;0
968567;1;16800;16800;99715;0;0;0;0;0;0;0;3;15;1;1;1;91615;16800;0;74815;0;0;1;8;42381;10;10;0;1;0;0;1;0;0;0;0;1;0;1;0;0
413180;1;3300;3300;19109;0;0;0;0;0;0;0;4;10;1;1;1;5790;3300;0;2490;0;0;4;6;42400;10;10;0;0;0;0;1;0;0;0;0;1;0;1;0;1
639548;1;3300;3300;25548;0;0;0;0;0;0;0;2;10;1;1;1;3300;3300;0;0;0;0;2;2;42400;9;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1114937;1;30400;30400;53647;0;0;0;0;0;0;0;2;100;1;1;1;30400;30400;0;0;0;0;3;3;42400;9;9;0;0;0;0;1;0;0;1;0;1;0;0;0;0
266949;1;30400;30400;55824;0;0;0;0;0;0;0;2;1;1;1;1;30400;30400;0;0;0;0;2;5;42400;9;9;0;0;0;0;1;0;0;1;0;1;0;0;0;0
1114494;1;13000;13000;26184;0;0;0;0;0;0;0;2;10;1;1;1;13000;13000;0;0;0;0;1;5;42404;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
288192;1;22000;13000;41776;0;0;0;0;0;0;0;3;5;1;1;1;22000;13000;9000;0;0;0;2;5;42466;3;2;0;0;0;0;1;0;0;0;0;1;1;0;0;0
1116061;1;1650;1650;1650;0;0;0;0;0;0;0;1;6;1;1;1;1650;1650;0;0;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1113052;1;3300;3300;34917;0;0;0;0;0;0;0;3;9;1;1;1;8280;3300;0;4980;0;0;3;4;42400;9;9;0;0;0;0;1;0;0;0;0;1;0;1;0;0
800627;1;23350;23350;125614;0;0;0;0;0;0;0;3;80;1;1;1;95950;73050;0;22900;0;0;4;8;42400;9;5;0;1;0;0;1;0;0;0;0;1;0;1;1;0
1178637;1;-6000;-6000;11280;0;0;0;0;0;0;0;1;0;1;1;1;11280;11280;0;0;0;0;1;2;42384;2;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0
57984;1;44775;44475;62988;0;0;0;0;0;0;0;4;80;1;1;1;51040;44475;0;6565;0;0;2;2;42400;9;8;0;1;0;0;1;0;0;0;0;1;0;1;0;0
568666;1;20500;20500;30060;0;0;0;0;0;0;0;2;15;1;1;1;30060;20500;0;9560;0;0;2;4;42517;6;5;0;0;0;0;1;0;0;0;0;1;0;1;0;0
1118817;1;17700;17700;633094;0;0;0;0;0;0;0;3;1132;1;1;1;611670;32100;0;579570;0;0;3;7;42384;9;9;0;0;0;0;1;0;0;0;0;1;0;1;0;0
453022;1;114550;114550;2683143;28100;1;1;0;1;0;0;2;5650;1;1;0;2683143;114550;0;2568593;0;0;1;5;42382;10;8;0;0;0;0;1;1;0;0;0;1;0;1;0;0
609410;1;4800;4800;4800;0;0;0;0;0;0;0;1;16;1;1;1;4800;4800;0;0;0;0;1;2;42608;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
523696;1;14300;14300;547302;0;0;0;0;0;0;0;2;0;1;1;1;14300;14300;0;0;0;0;1;4;42430;7;6;0;0;0;0;1;0;0;0;0;1;0;0;1;1
1112860;1;14400;14400;26760;0;0;0;0;0;0;0;2;70;1;1;1;14400;14400;0;0;0;0;3;3;42400;9;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0
713311;1;9650;9650;49328;2300;1;1;0;1;0;0;3;27;1;1;0;27080;9650;0;17430;0;0;4;2;42400;9;9;0;0;0;0;1;1;0;0;0;1;0;1;1;0
563906;1;24400;24400;51138;4600;1;1;0;1;0;0;3;10;1;1;0;26890;24400;0;2490;0;0;4;4;42391;9;9;0;0;0;0;1;1;0;0;0;1;0;1;1;0
632210;1;13000;13000;34208;17400;1;1;0;1;0;0;2;25;1;1;0;13000;13000;0;0;0;0;2;4;42400;9;9;0;0;0;0;1;1;0;0;0;1;0;0;0;0
368518;1;1650;1650;18415;0;0;0;0;0;0;0;2;1;1;1;1;5190;5190;0;0;0;0;13;24;42380;10;10;0;0;0;0;1;0;0;0;0;1;0;0;0;0
381161;1;12117;12117;34365;16232;1;1;0;1;0;0;2;40;1;1;0;12117;12117;0;0;0;0;2;4;42460;7;7;0;0;0;0;1;1;0;0;0;1;0;0;0;0
524883;1;20750;20750;86390;0;0;0;0;0;0;0;2;3;1;1;1;86390;27050;0;59340;0;0;1;3;42400;9;9;0;1;0;0;1;0;0;0;0;1;0;1;1;0
63380;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;2;42474;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
524820;1;3300;3300;3300;4600;1;1;0;1;0;0;1;100;1;1;0;3300;3300;0;0;0;0;1;3;42447;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
526301;1;33600;33600;1297072;0;0;0;0;0;0;0;6;3;1;1;1;55200;55200;0;0;0;0;7;5;42382;9;9;0;1;0;0;1;0;0;0;0;1;0;0;1;1
533010;1;20750;20750;308784;0;0;0;0;0;0;0;3;60;1;1;1;291480;118350;0;173130;0;0;3;4;42400;9;9;0;1;0;0;1;0;0;0;0;1;0;1;1;0
663184;1;4600;4600;27410;3300;1;1;0;1;0;0;4;3;1;1;0;24010;4600;0;19410;0;0;2;4;42398;9;8;0;0;0;0;1;1;0;0;0;1;0;1;0;0
469912;1;1850;1650;4340;0;0;0;0;0;0;0;3;4;1;1;1;4140;1650;0;2490;0;0;2;1;42562;3;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
419501;1;3300;3300;110480;0;0;0;0;0;0;0;4;0;1;1;1;54480;3300;0;51180;0;0;4;5;42398;9;9;0;0;0;0;1;0;0;0;0;1;0;1;0;1
1025745;1;207000;45300;1055206;0;0;0;0;0;0;0;3;0;1;1;1;45300;45300;0;0;0;0;3;3;42394;10;10;0;0;0;0;1;0;0;0;0;1;0;0;1;1
624548;1;26000;26000;26000;0;0;0;0;0;0;0;1;50;1;1;1;26000;26000;0;0;0;0;1;1;42662;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
663176;1;13000;13000;46706;0;0;0;0;0;0;0;3;1;1;1;1;26930;13000;0;13930;0;0;2;2;42400;9;9;0;0;0;0;1;0;0;0;0;1;0;1;0;0
663048;1;16200;16200;45905;0;0;0;0;0;0;0;2;3;1;1;1;16200;16200;0;0;0;0;3;3;42395;9;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0
164488;1;3300;3300;11540;0;0;0;0;0;0;0;2;4;1;1;1;3300;3300;0;0;0;0;2;2;42400;5;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0
348228;1;21200;21200;45938;0;0;0;0;0;0;0;3;5;1;1;1;23690;21200;0;2490;0;0;2;2;42400;9;9;0;0;0;0;1;0;0;0;0;1;0;1;1;0
797042;1;35400;35400;295652;0;0;0;0;0;0;0;3;45;1;1;1;243664;35400;0;208264;0;0;2;6;42398;8;8;0;0;0;0;1;0;0;0;0;1;0;1;0;0
975965;1;23250;23250;42312;0;0;0;0;0;0;0;2;4;1;1;1;23250;23250;0;0;0;0;2;3;42400;10;7;0;1;0;0;1;0;0;0;0;1;0;0;1;0
455320;1;13000;13000;38416;0;0;0;0;0;0;0;2;20;1;1;1;13000;13000;0;0;0;0;3;3;42400;10;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65459;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;42400;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
231284;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42380;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
631985;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;0;42380;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
980868;1;13000;13000;32776;0;0;0;0;0;0;0;2;0;1;1;1;13000;13000;0;0;0;0;1;2;42380;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65507;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;2;42381;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65765;1;19300;19300;98268;0;0;0;0;0;0;0;5;1000;1;1;1;70840;40900;15000;14940;0;0;4;8;42395;4;4;0;0;0;0;1;0;0;0;0;1;1;1;1;0
65484;1;1650;1650;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;1;42381;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65519;1;1650;1650;12350;0;0;0;0;0;0;0;2;2;1;1;1;1650;1650;0;0;1;0;3;1;42382;8;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65400;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;0;42382;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65466;1;19300;19300;44815;0;0;0;0;0;0;0;2;3;1;1;1;31900;31900;0;0;0;0;3;2;42382;9;6;0;0;0;0;1;0;0;0;0;1;0;0;1;0
65521;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;0;42382;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65528;1;13000;13000;35875;0;0;0;0;0;0;0;3;5;1;1;1;22960;13000;0;9960;0;0;2;2;42382;9;7;0;0;0;0;1;0;0;0;0;1;0;1;0;0
65480;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;2;42383;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65463;1;3300;3300;14200;0;0;0;0;0;0;0;2;5;1;1;1;3300;3300;0;0;1;0;2;0;42383;5;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0
190046;1;68100;68100;82932;0;0;0;0;0;0;0;2;15;1;1;1;68100;68100;0;0;0;0;1;1;42383;9;9;0;0;0;0;1;0;0;0;0;1;0;0;1;0
65523;1;33600;33600;46784;0;0;0;0;0;0;0;2;19;1;1;1;33600;33600;0;0;0;0;1;2;42383;9;9;0;1;0;0;1;0;0;0;0;1;0;0;0;0
65540;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42383;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65542;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42383;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65530;1;214835;214835;214835;0;0;0;0;0;0;0;1;2;1;1;1;214835;214835;0;0;0;0;2;1;42384;3;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0
65525;1;9200;3300;11200;0;0;0;0;0;0;0;2;0;1;1;1;3300;3300;0;0;1;0;1;1;42384;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65563;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42387;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
207584;1;3300;3300;14180;0;0;0;0;0;0;0;3;0;1;1;1;8280;3300;0;4980;1;0;2;1;42387;7;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
65564;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;0;42387;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65567;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42387;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65504;1;3300;3300;9200;0;0;0;0;0;0;0;2;5;1;1;1;3300;3300;0;0;1;0;2;2;42388;4;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
269205;1;3300;3300;3300;0;0;0;0;0;0;0;1;20;1;1;1;3300;3300;0;0;0;0;1;0;42388;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
639606;1;3300;3300;11200;0;0;0;0;0;0;0;2;1;1;1;1;3300;3300;0;0;1;0;1;2;42388;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65575;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;1;42388;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
413054;1;3300;3300;14180;0;0;0;0;0;0;0;3;0;1;1;1;8280;3300;0;4980;1;0;3;0;42389;4;3;0;0;0;0;1;0;0;0;0;1;0;1;0;0
327225;1;10000;10000;47226;0;0;0;0;0;0;0;4;5;1;1;1;29980;10000;15000;4980;1;0;4;4;42380;10;4;0;0;0;0;1;0;0;0;0;1;1;1;0;0
320614;1;1650;1650;16935;2300;1;1;-153;0;0;1;3;8;1;0;0;16635;1650;0;14985;0;0;3;4;42389;8;3;0;0;0;0;1;1;0;0;0;1;0;1;0;0
65580;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42389;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65604;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42389;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65590;1;13150;13150;51023;0;0;0;0;0;0;0;3;5;1;1;1;49375;43150;0;6225;0;0;3;3;42389;9;4;0;0;0;0;1;0;0;1;0;1;0;1;1;0
531032;1;20290;8350;656466;12950;1;1;0;1;0;0;5;150;1;1;0;20290;8350;0;11940;0;0;2;3;42389;10;10;0;0;0;0;1;1;0;0;0;1;0;1;0;0
65508;1;43900;13000;85348;17400;1;1;72;0;1;0;4;50;1;0;1;69560;34600;25000;9960;1;0;2;1;42389;9;9;0;0;0;0;1;1;0;0;1;1;1;1;1;0
309494;1;17800;17800;28508;0;0;0;0;0;0;0;2;5;1;1;1;17800;17800;0;0;0;0;3;2;42389;9;5;0;0;0;0;1;0;0;0;0;1;0;0;1;0
65469;1;13000;13000;37000;0;0;0;0;0;0;0;2;9;1;1;1;13000;13000;0;0;0;0;2;4;42390;8;2;0;0;0;0;1;0;0;0;0;1;0;0;0;1
200777;1;3300;3300;4545;4600;1;1;0;1;0;0;2;15;1;1;0;4545;3300;0;1245;0;0;2;0;42390;3;2;0;0;0;0;1;1;0;0;0;1;0;1;0;0
65613;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;1;42390;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1035469;1;16300;16300;16300;0;0;0;0;0;0;0;1;0;1;1;1;16300;16300;0;0;0;0;2;0;42390;4;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65637;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;0;42394;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65629;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;0;42394;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65651;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42395;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65550;1;26000;26000;33444;0;0;0;0;0;0;0;3;5;1;1;1;26000;26000;0;0;0;0;3;3;42395;9;4;0;0;0;0;1;0;0;0;0;1;0;0;0;1
65648;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42396;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65643;1;3300;3300;3300;0;0;0;0;0;0;0;1;5;1;1;1;3300;3300;0;0;0;0;1;0;42396;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65568;1;3300;3300;10300;0;0;0;0;0;0;0;2;0;1;1;1;3300;3300;0;0;0;0;1;1;42397;4;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65679;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42397;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
413151;1;3300;3300;97504;0;0;0;0;0;0;0;4;13;1;1;1;21088;3300;0;17788;0;0;4;4;42415;9;9;0;0;0;0;1;0;0;0;0;1;0;1;0;0
66471;1;3300;3300;3300;4600;1;1;0;1;0;0;1;2;1;1;0;3300;3300;0;0;0;0;1;1;42397;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
65687;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42397;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65669;1;3950;3950;3950;0;0;0;0;0;0;0;1;5;1;1;1;3950;3950;0;0;0;0;1;0;42397;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0
65680;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42397;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65626;1;22000;13000;35184;0;0;0;0;0;0;0;3;20;1;1;1;22000;13000;9000;0;0;0;1;1;42398;9;9;0;0;0;0;1;0;0;0;0;1;1;0;0;0
65652;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42398;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65559;1;9850;9850;23034;0;0;0;0;0;0;0;2;10;1;1;1;9850;9850;0;0;0;0;1;2;42398;9;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65621;1;19300;19300;19300;17400;1;1;0;1;0;0;1;1;1;1;0;19300;19300;0;0;0;0;1;1;42398;1;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0
65681;1;3300;3300;3300;0;0;0;0;0;0;0;1;0;1;1;1;3300;3300;0;0;0;0;1;1;42398;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
130519;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42398;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
716552;1;63000;13000;82484;17400;1;1;0;1;0;0;3;2;1;1;0;69300;19300;50000;0;0;0;1;2;42401;8;8;0;0;0;0;1;1;0;0;1;1;1;0;1;0
65702;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;0;42401;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
961986;1;16200;16200;29384;0;0;0;0;0;0;0;2;1;1;1;1;16200;16200;0;0;0;0;1;2;42401;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65704;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42401;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
200763;1;38000;13000;75296;0;0;0;0;0;0;0;3;9;1;1;1;75296;25600;25000;24696;0;0;1;2;42401;8;8;0;0;0;0;1;0;0;0;1;1;1;1;1;0
535718;1;13000;13000;20749;0;0;0;0;0;0;0;2;10;1;1;1;13000;13000;0;0;0;0;2;1;42402;7;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0
567821;1;19300;19300;25600;0;0;0;0;0;0;0;1;30;1;1;1;25600;25600;0;0;0;0;2;1;42402;3;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0
893685;1;19300;19300;85875;0;0;0;0;0;0;0;3;0;1;1;1;72960;19300;0;53660;0;0;3;2;42403;8;6;0;0;0;0;1;0;0;0;0;1;0;1;1;0
65715;1;13000;13000;26184;0;0;0;0;0;0;0;2;4;1;1;1;13000;13000;0;0;0;0;1;1;42404;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65758;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;0;42404;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65667;1;13000;13000;32776;4600;1;1;0;1;0;0;2;15;1;1;0;13000;13000;0;0;0;0;1;2;42404;2;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0
65751;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42404;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65719;1;3300;3300;9200;0;0;0;0;0;0;0;2;0;1;1;1;3300;3300;0;0;1;0;1;1;42404;3;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65609;1;13000;13000;26184;0;0;0;0;0;0;0;2;5;1;1;1;13000;13000;0;0;0;0;1;1;42405;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65769;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42405;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
320784;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42408;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65725;1;16200;16200;29384;0;0;0;0;0;0;0;2;3;1;1;1;16200;16200;0;0;0;0;1;1;42408;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65793;1;3300;3300;9200;0;0;0;0;0;0;0;2;0;1;1;1;3300;3300;0;0;1;0;2;2;42409;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65747;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42409;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65711;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42410;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65791;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42410;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65605;1;25600;25600;38784;0;0;0;0;0;0;0;2;20;1;1;1;25600;25600;0;0;0;0;1;1;42411;8;8;0;0;0;0;1;0;0;0;0;1;0;0;1;0
65804;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;42411;3;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65776;1;26000;26000;37536;4600;1;1;76;0;1;0;2;18;1;0;1;26000;26000;0;0;0;0;2;2;42411;8;8;0;0;0;0;1;1;0;0;0;1;0;0;0;0
1026734;1;20750;20750;65700;0;0;0;0;0;0;0;4;300;1;1;1;35050;20750;0;14300;0;0;2;2;42411;8;4;0;1;0;0;1;0;0;0;0;1;0;1;0;1
65716;1;1650;1650;7550;0;0;0;0;0;0;0;2;5;1;1;1;1650;1650;0;0;1;0;2;0;42411;3;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65845;1;1650;1650;1650;2300;1;1;64;0;1;0;1;0;1;0;1;1650;1650;0;0;0;0;1;1;42411;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
65846;1;1750;1650;1750;2300;1;1;0;1;0;0;2;0;1;1;0;1650;1650;0;0;0;0;1;1;42411;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
65847;1;1650;1650;1650;0;0;0;0;0;0;0;1;30;1;1;1;1650;1650;0;0;0;0;1;0;42411;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65481;1;1850;1650;1850;0;0;0;0;0;0;0;2;0;1;1;1;1650;1650;0;0;0;0;1;1;42412;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65714;1;13000;13000;26184;0;0;0;0;0;0;0;2;4;1;1;1;13000;13000;0;0;0;0;1;1;42412;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
516436;1;8100;8100;8700;0;0;0;0;0;0;0;1;0;1;1;1;8700;8700;0;0;0;0;2;1;42415;8;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0
662770;1;13000;13000;13000;0;0;0;0;0;0;0;1;2;1;1;1;13000;13000;0;0;0;0;1;3;42415;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65865;1;2050;1650;2050;0;0;0;0;0;0;0;2;1;1;1;1;1650;1650;0;0;0;0;1;1;42415;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65413;1;13000;13000;26184;0;0;0;0;0;0;0;2;5;1;1;1;13000;13000;0;0;0;0;1;2;42416;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65787;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42416;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65874;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;0;42418;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65930;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42418;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65914;1;1850;1650;1850;0;0;0;0;0;0;0;2;10;1;1;1;1650;1650;0;0;0;0;1;0;42418;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1008703;1;-907545;-907545;1233010;-6300;1;1;0;1;0;0;3;7800;1;1;0;1217655;1223655;0;-6000;0;0;3;9;42380;10;10;1;1;1;0;1;1;0;0;0;1;0;1;1;0
281704;1;2400;2400;2400;0;0;0;0;0;0;0;1;0;1;1;1;2400;2400;0;0;0;0;1;3;42621;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
431459;1;19300;13000;329790;0;0;0;0;0;0;0;3;0;1;1;1;26000;26000;0;0;0;0;1;3;42411;9;9;0;0;0;0;1;0;0;0;0;1;0;0;0;1
65551;1;3300;3300;9525;0;0;0;0;0;0;0;2;1;1;1;1;9525;3300;0;6225;0;0;1;0;42419;2;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
1053288;1;26000;26000;35888;17400;1;1;0;1;0;0;2;3;1;1;0;26000;26000;0;0;0;0;2;1;42419;8;5;0;0;0;0;1;1;0;0;0;1;0;0;0;0
150056;1;26000;26000;29212;0;0;0;0;0;0;0;2;5;1;1;1;26000;26000;0;0;0;0;2;3;42419;8;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
217695;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42419;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
66282;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42419;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
66279;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42420;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1053299;1;13000;13000;45154;0;0;0;0;0;0;0;3;10;1;1;1;15490;13000;0;2490;0;0;2;2;42420;6;3;0;0;0;0;1;0;0;0;0;1;0;1;0;0
