id;isHead;sHeadDate;sGHeadDate;sTotal;sTarget;isTarget;isNotOnlyTarget;cDaysBetween;isSameDay;isLater;isEarlier;cBus;cEmpl;cCust;isSameOrNever;isLaterOrNever;sGS;sG;sT;sS;isRep;isBF;cSMen;cAMen;dFirstSale;cWorkMonth;cSaleMonth;isServer;isBUCorp;is50lic;isEGG;isBuh;isZUP;isKPR;isUT;isBS;isAnyBuh;isBTOR;isService;isLicense;isPOS
94847;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42411;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94851;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42411;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94838;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42412;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94832;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42415;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94884;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42415;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1214002;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42416;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94886;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42416;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
680794;1;195120;13000;240514;0;0;0;0;0;0;0;5;1;1;1;1;13000;13000;0;0;1;0;5;4;42416;9;7;0;0;0;0;1;0;0;0;0;1;0;0;0;1
94921;1;1650;1650;3950;0;0;0;0;0;0;0;1;1;1;1;1;3950;3950;0;0;0;0;1;2;42417;2;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0
94263;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42417;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94392;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;2;42418;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94010;1;16200;16200;27736;0;0;0;0;0;0;0;2;5;1;1;1;16200;16200;0;0;0;0;1;1;42418;8;8;0;0;0;0;1;0;0;0;0;1;0;0;0;0
918224;1;22850;22850;22850;0;0;0;0;0;0;0;1;10;1;1;1;22850;22850;0;0;0;0;1;1;42418;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
678474;1;3300;3300;5168;0;0;0;0;0;0;0;2;1;1;1;1;5168;3300;0;1868;0;0;1;2;42419;6;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95008;1;3300;3300;3300;0;0;0;0;0;0;0;1;5;1;1;1;3300;3300;0;0;0;0;1;1;42419;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
893860;1;3300;3300;3300;0;0;0;0;0;0;0;1;4;1;1;1;3300;3300;0;0;0;0;1;3;42394;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95022;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42420;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94978;1;1650;1650;8550;0;0;0;0;0;0;0;2;15;1;1;1;1650;1650;0;0;1;0;1;1;42420;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
755060;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;1;42522;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95006;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42424;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1073823;1;50500;26000;50500;0;0;0;0;0;0;0;2;25;1;1;1;50500;26000;24500;0;0;0;2;1;42424;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
95028;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42425;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95092;1;3300;3300;3300;2300;1;1;4;0;1;0;1;1;1;0;1;3300;3300;0;0;0;0;1;1;42425;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
96468;1;7300;3300;19590;0;0;0;0;0;0;0;3;1;1;1;1;5790;3300;0;2490;1;0;1;2;42425;2;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
94893;1;1650;1650;9040;2300;1;1;0;1;0;0;2;4;1;1;0;1650;1650;0;0;1;0;2;2;42426;6;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0
1190159;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42426;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95127;1;1650;1650;1650;0;0;0;0;0;0;0;1;8;1;1;1;1650;1650;0;0;0;0;1;3;42429;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95129;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42429;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95100;1;1950;1950;1950;0;0;0;0;0;0;0;1;20;1;1;1;1950;1950;0;0;0;0;1;1;42430;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95079;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42429;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94895;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42430;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95138;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42430;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95152;1;3300;3300;3300;0;0;0;0;0;0;0;1;6;1;1;1;3300;3300;0;0;0;0;1;1;42430;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95098;1;26000;26000;26000;0;0;0;0;0;0;0;1;10;1;1;1;26000;26000;0;0;0;0;1;1;42431;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95096;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;1;42431;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95150;1;13000;13000;24536;0;0;0;0;0;0;0;2;8;1;1;1;13000;13000;0;0;0;0;1;2;42431;7;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95141;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42431;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
501182;1;1650;1650;1650;0;0;0;0;0;0;0;1;16;1;1;1;1650;1650;0;0;0;0;1;0;42432;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95075;1;5290;3300;9210;0;0;0;0;0;0;0;2;2;1;1;1;3300;3300;0;0;1;0;1;1;42432;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
94917;1;13000;13000;22888;0;0;0;0;0;0;0;2;4;1;1;1;13000;13000;0;0;0;0;1;3;42432;7;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95206;1;1650;1650;1650;0;0;0;0;0;0;0;1;8;1;1;1;1650;1650;0;0;0;0;1;1;42433;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95237;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42433;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95248;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42438;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95183;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42438;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95284;1;13000;13000;13000;0;0;0;0;0;0;0;1;1;1;1;1;13000;13000;0;0;0;0;1;1;42439;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95251;1;2150;1650;2150;2300;1;1;0;1;0;0;2;6;1;1;0;1650;1650;0;0;0;0;1;1;42439;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
917311;1;3300;3300;3300;0;0;0;0;0;0;0;1;0;1;1;1;3300;3300;0;0;0;0;1;0;42439;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
167819;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;3;42439;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95243;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;1;42440;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95187;1;3300;3300;9200;0;0;0;0;0;0;0;2;6;1;1;1;3300;3300;0;0;1;0;1;2;42443;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
824601;1;3300;3300;39050;0;0;0;0;0;0;0;3;2;1;1;1;30660;20700;0;9960;1;0;3;3;42475;5;4;0;0;0;0;1;0;0;1;0;1;0;1;0;0
302470;1;26000;26000;26000;17400;1;1;0;1;0;0;1;15;1;1;0;26000;26000;0;0;0;0;1;2;42430;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
500611;1;46000;26000;108406;17400;1;1;0;1;0;0;7;3;1;1;0;55160;26000;20000;9160;0;0;6;5;42429;8;8;0;0;0;0;1;1;0;0;0;1;1;1;0;1
849306;1;13000;13000;13000;17400;1;1;1;0;1;0;1;5;1;0;1;13000;13000;0;0;0;0;1;3;42432;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
95256;1;9200;3300;11690;0;0;0;0;0;0;0;2;2;1;1;1;3300;3300;0;0;1;0;1;1;42440;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95327;1;3950;3950;3950;2300;1;1;0;1;0;0;1;4;1;1;0;3950;3950;0;0;0;0;1;1;42443;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0
95352;1;1650;1650;14880;0;0;0;0;0;0;0;3;2;1;1;1;1650;1650;0;0;0;0;2;2;42443;7;3;0;0;0;0;1;0;0;0;0;1;0;0;0;1
95307;1;2000;1650;2000;0;0;0;0;0;0;0;2;0;1;1;1;1650;1650;0;0;0;0;1;2;42443;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95322;1;1650;1650;1650;0;0;0;0;0;0;0;1;5;1;1;1;1650;1650;0;0;0;0;1;1;42444;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95294;1;1650;1650;1650;0;0;0;0;0;0;0;1;10;1;1;1;1650;1650;0;0;0;0;1;1;42444;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95337;1;1650;1650;1650;0;0;0;0;0;0;0;1;5;1;1;1;1650;1650;0;0;0;0;1;1;42445;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
92127;1;1650;1650;1650;0;0;0;0;0;0;0;1;10;1;1;1;1650;1650;0;0;0;0;1;1;42445;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95415;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;2;42445;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95315;1;9200;3300;9200;0;0;0;0;0;0;0;2;3;1;1;1;3300;3300;0;0;1;0;1;1;42445;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95425;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42446;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
97215;1;6550;1650;6550;0;0;0;0;0;0;0;2;1;1;1;1;1650;1650;0;0;1;0;1;3;42446;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95291;1;3950;3950;3950;2300;1;1;0;1;0;0;1;10;1;1;0;3950;3950;0;0;0;0;1;1;42446;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0
916399;1;272131;26000;925668;0;0;0;0;0;0;0;6;0;1;1;1;68000;26000;42000;0;0;0;4;6;42446;7;6;0;0;0;0;1;0;0;0;0;1;1;0;0;1
95305;1;3300;3300;11690;0;0;0;0;0;0;0;2;1;1;1;1;3300;3300;0;0;1;0;1;1;42447;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95452;1;1950;1650;1950;0;0;0;0;0;0;0;2;10;1;1;1;1650;1650;0;0;0;0;1;1;42450;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95485;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42450;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1125983;1;30400;30400;54536;0;0;0;0;0;0;0;2;1;1;1;1;43000;43000;0;0;0;0;1;3;42450;7;7;0;0;0;0;1;0;0;1;0;1;0;0;1;0
95483;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;0;42451;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95476;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42451;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95463;1;19050;13150;70605;17400;1;1;20;0;1;0;4;8;1;0;1;56465;25750;22000;8715;1;0;2;3;42451;8;8;0;0;0;0;1;1;0;0;0;1;1;1;1;0
95519;1;1650;1650;1650;0;0;0;0;0;0;0;1;10;1;1;1;1650;1650;0;0;0;0;1;1;42451;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
986942;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;3;42452;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95393;1;2000;1650;2000;0;0;0;0;0;0;0;2;4;1;1;1;1650;1650;0;0;0;0;1;1;42452;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95547;1;1650;1650;1650;0;0;0;0;0;0;0;1;10;1;1;1;1650;1650;0;0;0;0;1;1;42453;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95588;1;1650;1650;10040;0;0;0;0;0;0;0;2;1;1;1;1;1650;1650;0;0;1;0;1;2;42453;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95583;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42454;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95614;1;11200;3300;11200;0;0;0;0;0;0;0;2;2;1;1;1;3300;3300;0;0;1;0;1;2;42454;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95591;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42454;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95629;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42454;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95642;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42457;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
986918;1;3300;3300;11500;0;0;0;0;0;0;0;2;3;1;1;1;5600;5600;0;0;1;0;2;1;42444;2;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0
95659;1;3300;3300;5790;0;0;0;0;0;0;0;2;3;1;1;1;5790;3300;0;2490;0;0;1;1;42457;3;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95668;1;1650;1650;6550;0;0;0;0;0;0;0;2;1;1;1;1;1650;1650;0;0;1;0;2;2;42457;7;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95507;1;11700;11700;11700;0;0;0;0;0;0;0;1;12;1;1;1;11700;11700;0;0;0;0;1;1;42457;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95661;1;3300;3300;3300;0;0;0;0;0;0;0;1;2;1;1;1;3300;3300;0;0;0;0;1;0;42458;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95678;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42458;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95638;1;3300;3300;3300;0;0;0;0;0;0;0;1;5;1;1;1;3300;3300;0;0;0;0;1;1;42458;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95586;1;1650;1650;1650;0;0;0;0;0;0;0;1;4;1;1;1;1650;1650;0;0;0;0;1;1;42458;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95695;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42459;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95686;1;3300;3300;8280;0;0;0;0;0;0;0;2;3;1;1;1;8280;3300;0;4980;0;0;2;1;42459;2;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95692;1;3300;3300;9200;0;0;0;0;0;0;0;2;3;1;1;1;3300;3300;0;0;1;0;2;1;42459;4;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95648;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42459;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95679;1;3300;3300;16670;0;0;0;0;0;0;0;3;2;1;1;1;10770;3300;0;7470;1;0;2;2;42461;7;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95710;1;1650;1650;3950;0;0;0;0;0;0;0;1;1;1;1;1;3950;3950;0;0;0;0;2;1;42459;5;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0
95696;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42460;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95741;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42460;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95685;1;3300;3300;3300;0;0;0;0;0;0;0;1;3;1;1;1;3300;3300;0;0;0;0;1;1;42460;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
849325;1;51000;26000;65026;17400;1;1;0;1;0;0;3;120;1;1;0;51000;26000;25000;0;0;0;2;3;42443;7;7;0;0;0;0;1;1;0;0;1;1;1;0;0;0
95734;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42461;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
632086;1;3300;3300;25710;0;0;0;0;0;0;0;2;5;1;1;1;25710;3300;0;22410;0;0;2;3;42464;7;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95497;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42464;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95792;1;7900;7900;7900;0;0;0;0;0;0;0;1;1;1;1;1;7900;7900;0;0;0;0;1;1;42464;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0
95794;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42465;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95603;1;13000;13000;13000;0;0;0;0;0;0;0;1;5;1;1;1;13000;13000;0;0;0;0;1;1;42465;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95860;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42466;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
982963;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42466;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95867;1;1650;1650;1650;0;0;0;0;0;0;0;1;10;1;1;1;1650;1650;0;0;0;0;1;1;42466;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95868;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42466;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1111102;1;1650;1650;15660;0;0;0;0;0;0;0;4;7;1;1;1;4150;1650;0;2500;0;0;3;2;42467;6;3;0;0;0;0;1;0;0;0;0;1;0;1;0;1
95895;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42467;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95870;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;0;42467;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95825;1;29400;24500;34344;0;0;0;0;0;0;0;2;4;1;1;1;24500;24500;0;0;1;0;1;1;42467;6;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95917;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;2;42468;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95918;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42468;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95318;1;63600;34600;76740;0;0;0;0;0;0;0;3;10;1;1;1;76740;34600;29000;13140;0;0;1;1;42471;5;2;0;0;0;0;1;0;0;0;0;1;1;1;1;0
95577;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42471;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95865;1;13000;13000;83788;4600;1;1;0;1;0;0;3;10;1;1;0;52800;13000;0;39800;0;0;2;1;42471;6;6;0;0;0;0;1;1;0;0;0;1;0;1;0;0
95951;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42471;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
547177;1;3300;3300;23650;0;0;0;0;0;0;0;3;1;1;1;1;3300;3300;0;0;0;0;3;2;42432;6;4;0;0;0;0;1;0;0;0;0;1;0;0;0;1
95883;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42471;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
522288;1;3300;3300;13334;0;0;0;0;0;0;0;2;1;1;1;1;3300;3300;0;0;0;0;2;1;42472;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;1
95801;1;5790;3300;5790;0;0;0;0;0;0;0;2;1;1;1;1;5790;3300;0;2490;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95938;1;3300;3300;3300;0;0;0;0;0;0;0;1;0;1;1;1;3300;3300;0;0;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95972;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95988;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;2;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95989;1;2000;1650;2000;0;0;0;0;0;0;0;2;1;1;1;1;1650;1650;0;0;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95996;1;7750;1650;9750;0;0;0;0;0;0;0;2;0;1;1;1;1650;1650;0;0;1;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95899;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95855;1;13000;13000;13000;0;0;0;0;0;0;0;1;0;1;1;1;13000;13000;0;0;0;0;1;2;42472;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95852;1;14648;13000;22888;0;0;0;0;0;0;0;2;5;1;1;1;13000;13000;0;0;0;0;1;1;42472;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96335;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42473;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95963;1;11690;3300;11690;0;0;0;0;0;0;0;2;2;1;1;1;3300;3300;0;0;1;0;1;2;42473;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96021;1;1650;1650;1650;0;0;0;0;0;0;0;1;1;1;1;1;1650;1650;0;0;0;0;1;1;42473;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96028;1;1650;1650;1650;0;0;0;0;0;0;0;1;3;1;1;1;1650;1650;0;0;0;0;1;1;42473;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96022;1;1650;1650;6550;0;0;0;0;0;0;0;2;2;1;1;1;1650;1650;0;0;1;0;1;2;42474;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96067;1;1650;1650;1650;0;0;0;0;0;0;0;1;0;1;1;1;1650;1650;0;0;0;0;1;1;42474;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96013;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42475;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96001;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42475;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95217;1;1650;1650;1650;0;0;0;0;0;0;0;1;2;1;1;1;1650;1650;0;0;0;0;1;2;42475;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
95304;1;11690;3300;11690;0;0;0;0;0;0;0;2;1;1;1;1;3300;3300;0;0;1;0;1;1;42478;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
1170839;1;9200;3300;9200;0;0;0;0;0;0;0;2;0;1;1;1;3300;3300;0;0;1;0;1;1;42479;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
65811;1;36296;13000;88658;0;0;0;0;0;0;0;4;30;1;1;1;78770;13000;20000;45770;0;0;1;1;42479;6;6;0;0;0;0;1;0;0;0;0;1;1;1;0;0
96180;1;1650;1650;9120;0;0;0;0;0;0;0;2;1;1;1;1;9120;1650;0;7470;0;0;1;1;42479;2;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0
95928;1;3300;3300;3300;0;0;0;0;0;0;0;1;1;1;1;1;3300;3300;0;0;0;0;1;1;42479;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
96031;1;13000;13000;22888;0;0;0;0;0;0;0;2;5;1;1;1;13000;13000;0;0;0;0;1;2;42479;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0
